date,close,volume,symbol,asset_name,category,kind,return_1d,vol_20d,mom_5d,mom_20d,volume_chg_5d
2024-05-29 00:00:00+00:00,119.1669921875,1765900,ALB,앨버말(리튬),Lithium,stock,-0.03381331967510992,0.027489952577617948,-0.025268394393887395,0.026016197037705302,0.06681568295777196
2024-05-30 00:00:00+00:00,119.49520874023438,1557400,ALB,앨버말(리튬),Lithium,stock,0.0027542572545420363,0.02733137370329506,-0.02134725308233132,0.04016804758248971,-0.35737569630699406
2024-05-31 00:00:00+00:00,118.34640502929688,3525200,ALB,앨버말(리튬),Lithium,stock,-0.009613805633285621,0.0246856735545725,-0.002928049983503045,-0.021628136824093147,1.0093479252165984
2024-06-03 00:00:00+00:00,116.70525360107422,2123800,ALB,앨버말(리튬),Lithium,stock,-0.013867353451221365,0.02422229864487628,-0.05251200480656815,-0.05628427817963344,0.4690461368195338
2024-06-04 00:00:00+00:00,114.21456146240234,2119400,ALB,앨버말(리튬),Lithium,stock,-0.021341731085951277,0.023902719193374847,-0.07396682622910866,-0.09535098034713096,0.00674520235607079
2024-06-05 00:00:00+00:00,114.54279327392578,1645800,ALB,앨버말(리튬),Lithium,stock,0.0028738175528650878,0.023841713323096245,-0.03880436040794255,-0.09806174644374166,-0.0680106461294524
2024-06-06 00:00:00+00:00,114.08906555175781,3002600,ALB,앨버말(리튬),Lithium,stock,-0.003961207066802475,0.023828755113382317,-0.04524150587684861,-0.0941285082806661,0.9279568511621934
2024-06-07 00:00:00+00:00,110.96121978759766,2056800,ALB,앨버말(리튬),Lithium,stock,-0.02741582419869304,0.023364764593400082,-0.062403122763813546,-0.13934858505868075,-0.4165437421990241
2024-06-10 00:00:00+00:00,110.11168670654297,1701200,ALB,앨버말(리튬),Lithium,stock,-0.007656126011239439,0.02277508096354121,-0.056497601359657756,-0.12004312548429441,-0.1989829550805161
2024-06-11 00:00:00+00:00,110.0248031616211,1957100,ALB,앨버말(리튬),Lithium,stock,-0.0007890492600792776,0.022293846419791766,-0.03668322363747334,-0.13337386875261825,-0.07657827687081253
2024-06-12 00:00:00+00:00,108.75049591064453,2723600,ALB,앨버말(리튬),Lithium,stock,-0.011581999825118205,0.02053866922245218,-0.05056885027615088,-0.16838920482854425,0.654879086158707
2024-06-13 00:00:00+00:00,104.48348999023438,4262400,ALB,앨버말(리튬),Lithium,stock,-0.039236657126751506,0.018474652197109233,-0.08419365620244967,-0.15160305297167154,0.41956970625457934
2024-06-14 00:00:00+00:00,100.29757690429688,3910600,ALB,앨버말(리튬),Lithium,stock,-0.04006291411522278,0.01911572466207595,-0.09610243023385256,-0.19580474251286017,0.9013029949436018
2024-06-17 00:00:00+00:00,97.50694274902344,4291400,ALB,앨버말(리튬),Lithium,stock,-0.027823545108534797,0.018482528049062422,-0.11447235379394605,-0.2296880763583674,1.522572301904538
2024-06-18 00:00:00+00:00,96.45077514648438,3526900,ALB,앨버말(리튬),Lithium,stock,-0.010831716929712076,0.018445613872784223,-0.1233724362605505,-0.23235296278635198,0.8021051555873486
2024-06-20 00:00:00+00:00,90.87922668457031,5663800,ALB,앨버말(리튬),Lithium,stock,-0.05776571990688817,0.02080956973189859,-0.1643327607513464,-0.2566494050373038,1.0795270964899397
2024-06-21 00:00:00+00:00,91.72223663330078,5565300,ALB,앨버말(리튬),Lithium,stock,0.00927615671352977,0.021290618269300204,-0.12213655342223284,-0.2488048702459117,0.30567286036036045
2024-06-24 00:00:00+00:00,93.40823364257812,3280600,ALB,앨버말(리튬),Lithium,stock,0.018381551422670173,0.02219418317515982,-0.06868902992833525,-0.21303287883948618,-0.1611005983736511
2024-06-25 00:00:00+00:00,89.89088439941406,3217500,ALB,앨버말(리튬),Lithium,stock,-0.03765566595149439,0.01961312245536869,-0.0781078570908803,-0.27020822784124077,-0.2502446753973062
2024-06-26 00:00:00+00:00,97.16780853271484,4847600,ALB,앨버말(리튬),Lithium,stock,0.0809528594798008,0.02902095955532767,0.007434189980759287,-0.2121791392288238,0.374464827468882
2024-06-27 00:00:00+00:00,93.28225708007812,4049900,ALB,앨버말(리튬),Lithium,stock,-0.03998805274411965,0.029302767869947087,0.026442020725466975,-0.2172139669909119,-0.28495003354638226
2024-06-28 00:00:00+00:00,92.55552673339844,4489200,ALB,앨버말(리튬),Lithium,stock,-0.007790659975731806,0.029122032784269676,0.009084930009165548,-0.2254457085840068,-0.1933588485795914
2024-07-01 00:00:00+00:00,94.38689422607422,2451700,ALB,앨버말(리튬),Lithium,stock,0.01978668975598774,0.029993492895293107,0.010477241088198808,-0.2024523752731774,-0.2526671950253002
2024-07-02 00:00:00+00:00,94.04773712158203,4115200,ALB,앨버말(리튬),Lithium,stock,-0.00359326479881672,0.030026605754348137,0.04624331766164125,-0.19414307222998606,0.27900543900543906
2024-07-03 00:00:00+00:00,96.98370361328125,2309100,ALB,앨버말(리튬),Lithium,stock,0.03121783236425668,0.03128409852681698,-0.0018947110387038668,-0.1508639321334979,-0.5236611931677531
2024-07-05 00:00:00+00:00,95.2977066040039,2229800,ALB,앨버말(리튬),Lithium,stock,-0.017384333104045968,0.031252237262333754,0.021605925789248692,-0.16801656498718176,-0.4494185041605966
2024-07-08 00:00:00+00:00,96.07288360595703,2194000,ALB,앨버말(리튬),Lithium,stock,0.00813426712538079,0.03146499386377513,0.03800266711992428,-0.15791330973455586,-0.5112714960349283
2024-07-09 00:00:00+00:00,87.66226196289062,6421000,ALB,앨버말(리튬),Lithium,stock,-0.08754417820498206,0.03596008135821264,-0.0712454024292487,-0.20997387978706417,1.6189990618754333
2024-07-10 00:00:00+00:00,93.89270782470703,4153900,ALB,앨버말(리튬),Lithium,stock,0.07107329564977327,0.040392637239482505,-0.0016484107073685417,-0.1472957082662888,0.009404160186625266
2024-07-11 00:00:00+00:00,94.91012573242188,2705800,ALB,앨버말(리튬),Lithium,stock,0.010835962997406634,0.04057240151518672,-0.021380683595335626,-0.13737518263946802,0.1717985362262353
2024-07-12 00:00:00+00:00,94.83261108398438,1968400,ALB,앨버말(리튬),Lithium,stock,-0.0008167163180885506,0.04057395878543683,-0.004880448193283038,-0.1279799665290342,-0.11723024486501032
2024-07-15 00:00:00+00:00,92.5264663696289,2640000,ALB,앨버말(리튬),Lithium,stock,-0.024318055656119553,0.0400655183611691,-0.03691382108268715,-0.11443935900038404,0.20328167730173208
2024-07-16 00:00:00+00:00,94.67757415771484,2586700,ALB,앨버말(리튬),Lithium,stock,0.023248567382791796,0.039673192780663384,0.08002659340223217,-0.056033285349900264,-0.5971499766391528
2024-07-17 00:00:00+00:00,92.12920379638672,2469000,ALB,앨버말(리튬),Lithium,stock,-0.026916303929408025,0.03964277604562993,-0.01878211917812278,-0.05515236967770254,-0.4056188160523845
2024-07-18 00:00:00+00:00,90.89860534667969,2324900,ALB,앨버말(리튬),Lithium,stock,-0.013357311243313852,0.03967611359306237,-0.04226651639943857,-0.057564802266983794,-0.14077167565969395
2024-07-19 00:00:00+00:00,89.23199462890625,2235700,ALB,앨버말(리튬),Lithium,stock,-0.0183348326568612,0.03770076732419506,-0.0590579167973998,-0.018125506958607707,0.1357955700060962
2024-07-22 00:00:00+00:00,90.66606140136719,2075700,ALB,앨버말(리튬),Lithium,stock,0.016071217262651816,0.03782146000524282,-0.02010673314627287,-0.011514931064711242,-0.21375
2024-07-23 00:00:00+00:00,88.64091491699219,1896500,ALB,앨버말(리튬),Lithium,stock,-0.022336323571065186,0.03788145068137263,-0.06376018074424605,-0.05103745718849417,-0.26682645842192754
2024-07-24 00:00:00+00:00,88.05953216552734,2100600,ALB,앨버말(리튬),Lithium,stock,-0.0065588532339639904,0.03696526956605539,-0.04417352438922284,-0.020373058359838048,-0.14921020656136086
2024-07-25 00:00:00+00:00,88.17581176757812,2776600,ALB,앨버말(리튬),Lithium,stock,0.0013204658166046102,0.03165009245516673,-0.029954184321278166,-0.09254090321599928,0.1942879263624242
2024-07-26 00:00:00+00:00,89.91996002197266,1868500,ALB,앨버말(리튬),Lithium,stock,0.019780348141187787,0.03092259115045837,0.007709851112568833,-0.036044336440306135,-0.16424386098313726
2024-07-29 00:00:00+00:00,88.82501983642578,1915100,ALB,앨버말(리튬),Lithium,stock,-0.012176831320646953,0.030985982383508925,-0.02030574105112326,-0.0403056092773173,-0.07737148913619507
2024-07-30 00:00:00+00:00,89.63896179199219,2449400,ALB,앨버말(리튬),Lithium,stock,0.009163431171367087,0.030689831248402872,0.0112594378784856,-0.05030287809565859,0.29153704191932506
2024-07-31 00:00:00+00:00,90.76294708251953,5757000,ALB,앨버말(리튬),Lithium,stock,0.01253902620085623,0.03086072354457483,0.030699855546705956,-0.034926837578410086,1.7406455298486145
2024-08-01 00:00:00+00:00,90.2784652709961,4807500,ALB,앨버말(리튬),Lithium,stock,-0.005337881008678158,0.029899891224874128,0.023846148521550647,-0.06913778390049974,0.7314341280703018
2024-08-02 00:00:00+00:00,84.2902603149414,5807200,ALB,앨버말(리튬),Lithium,stock,-0.06633038054069051,0.03297195038470529,-0.06260789824256585,-0.11550588866532097,2.107947551511908
2024-08-05 00:00:00+00:00,80.9279556274414,5285400,ALB,앨버말(리튬),Lithium,stock,-0.03988959904664091,0.03366111279198768,-0.08890585359313263,-0.15763998549926483,1.7598558821993628
2024-08-06 00:00:00+00:00,77.06178283691406,3707800,ALB,앨버말(리튬),Lithium,stock,-0.047773019354715895,0.02965007476974143,-0.1403092885464644,-0.1209240885258468,0.5137584714623991
2024-08-07 00:00:00+00:00,76.60637664794922,3367700,ALB,앨버말(리튬),Lithium,stock,-0.005909624358530818,0.023469949987880337,-0.15597301420478882,-0.18410728135597632,-0.4150251867291992
2024-08-08 00:00:00+00:00,79.29041290283203,3296800,ALB,앨버말(리튬),Lithium,stock,0.035036721123327785,0.025156134946050117,-0.12171288396607483,-0.1645737239209457,-0.3142381695267811
2024-08-09 00:00:00+00:00,79.11600494384766,2165700,ALB,앨버말(리튬),Lithium,stock,-0.0021996096703154056,0.025135378038691886,-0.06138615958428306,-0.16572997369246734,-0.6270664003306241
2024-08-12 00:00:00+00:00,73.64134979248047,4590200,ALB,앨버말(리튬),Lithium,stock,-0.0691978210382691,0.02839390122542398,-0.09003817998943942,-0.204105023331436,-0.13153214515457679
2024-08-13 00:00:00+00:00,74.823486328125,3969300,ALB,앨버말(리튬),Lithium,stock,0.016052619064910623,0.027980213980201094,-0.029045480475399454,-0.20970211801705763,0.07052699714116195
2024-08-14 00:00:00+00:00,70.58909606933594,4528400,ALB,앨버말(리튬),Lithium,stock,-0.05659172629593734,0.02959137758725369,-0.07854803792987342,-0.23380325498803,0.34465659055141495
2024-08-15 00:00:00+00:00,76.68389129638672,6098800,ALB,앨버말(리튬),Lithium,stock,0.08634187950309191,0.0369704342116424,-0.03287309916823766,-0.15637989159546772,0.8499150691579713
2024-08-16 00:00:00+00:00,76.9067611694336,2921300,ALB,앨버말(리튬),Lithium,stock,0.00290634537813772,0.0369574673782034,-0.027924106835046425,-0.13812571948806307,0.34889412199288916
2024-08-19 00:00:00+00:00,80.2109146118164,2947300,ALB,앨버말(리튬),Lithium,stock,0.042963107432172576,0.03829655811409689,0.08921027164560136,-0.11531488881233265,-0.35791468781316715
2024-08-20 00:00:00+00:00,81.60623168945312,3463400,ALB,앨버말(리튬),Lithium,stock,0.017395601139687855,0.03840268328713827,0.09064995089354166,-0.0793615818849196,-0.12745320333560073
2024-08-21 00:00:00+00:00,85.85030364990234,3287700,ALB,앨버말(리튬),Lithium,stock,0.05200671410241986,0.040335248336369124,0.21619780434043423,-0.025087897485899235,-0.2739819803904249
2024-08-22 00:00:00+00:00,84.18367004394531,2588100,ALB,앨버말(리튬),Lithium,stock,-0.019413252313626783,0.040551995489619505,0.09780122814283909,-0.04527479411423696,-0.5756378303928642
2024-08-23 00:00:00+00:00,87.69132995605469,2203800,ALB,앨버말(리튬),Lithium,stock,0.041666749742299336,0.041442905719666676,0.14022913749886778,-0.02478459805112665,-0.24560983123951663
2024-08-26 00:00:00+00:00,86.17974853515625,2020000,ALB,앨버말(리튬),Lithium,stock,-0.017237524184613773,0.04153370468810352,0.07441423592071272,-0.02978070037181968,-0.3146269466969769
2024-08-27 00:00:00+00:00,86.21851348876953,1165700,ALB,앨버말(리튬),Lithium,stock,0.00044981511633745974,0.04147055354298662,0.05651874500060394,-0.038158053538815295,-0.6634232257319397
2024-08-28 00:00:00+00:00,85.26891326904297,1802100,ALB,앨버말(리튬),Lithium,stock,-0.011013878357462703,0.04139643085635351,-0.006772141228880035,-0.06053168159559119,-0.451866046172096
2024-08-29 00:00:00+00:00,88.80563354492188,1875000,ALB,앨버말(리튬),Lithium,stock,0.041477252849696056,0.042524056089667694,0.05490332624562244,-0.016314319496383844,-0.2755303118117538
2024-08-30 00:00:00+00:00,87.44908905029297,2063100,ALB,앨버말(리튬),Lithium,stock,-0.015275432880535678,0.039773781834113654,-0.0027624270937972595,0.03747560778136094,-0.06384426898992646
2024-09-03 00:00:00+00:00,81.50933837890625,2748100,ALB,앨버말(리튬),Lithium,stock,-0.06792238473714352,0.0417922781798368,-0.05419382436866527,0.007183954505675327,0.36044554455445543
2024-09-04 00:00:00+00:00,82.1197738647461,2158200,ALB,앨버말(리튬),Lithium,stock,0.007489147844657484,0.040180585447820515,-0.047538973454434696,0.06563553089001672,0.8514197477910268
2024-09-05 00:00:00+00:00,80.03651428222656,1421600,ALB,앨버말(리튬),Lithium,stock,-0.025368549917718086,0.040664603929260495,-0.061363500321705566,0.04477613724038698,-0.21114255590699738
2024-09-06 00:00:00+00:00,74.51341247558594,3495900,ALB,앨버말(리튬),Lithium,stock,-0.0690072756937532,0.04293907003177666,-0.1609382254123134,-0.06024688549800039,0.8644799999999999
2024-09-09 00:00:00+00:00,75.97654724121094,2238700,ALB,앨버말(리튬),Lithium,stock,0.01963585772030485,0.043216420180535904,-0.13119109568407328,-0.03968170163375839,0.08511463331879221
2024-09-10 00:00:00+00:00,76.18002319335938,2058300,ALB,앨버말(리튬),Lithium,stock,0.002678141604703921,0.04013712927474692,-0.0653828787171955,0.03447347730633443,-0.2510097885812016
2024-09-11 00:00:00+00:00,86.52857971191406,6391800,ALB,앨버말(리튬),Lithium,stock,0.13584344142673843,0.04999857213163009,0.05368750594015781,0.156436086557882,1.9616346955796495
2024-09-12 00:00:00+00:00,85.75341033935547,2865000,ALB,앨버말(리튬),Lithium,stock,-0.008958535724721495,0.04782443635625746,0.071428598663978,0.2148251658460738,1.0153348339898707
2024-09-13 00:00:00+00:00,85.11581420898438,2181700,ALB,앨버말(리튬),Lithium,stock,-0.007435227681883538,0.04451419728625064,0.14228850056856923,0.10995689929202856,-0.37592608484224377
2024-09-16 00:00:00+00:00,86.97503662109375,1566200,ALB,앨버말(리튬),Lithium,stock,0.021843442718463946,0.04464292284246465,0.1447616373637608,0.13091534864507803,-0.30039755215080177
2024-09-17 00:00:00+00:00,87.43256378173828,1925600,ALB,앨버말(리튬),Lithium,stock,0.0052604422880295765,0.043837185862271213,0.14770986036349476,0.09003324802953938,-0.06447067968712039
2024-09-18 00:00:00+00:00,84.28839874267578,3200600,ALB,앨버말(리튬),Lithium,stock,-0.035961029884831186,0.04467192735954358,-0.025889491965506384,0.032867184254132153,-0.49926468287493353
2024-09-19 00:00:00+00:00,86.95557403564453,1976000,ALB,앨버말(리튬),Lithium,stock,0.03164344480088377,0.04370672394608512,0.01401884416644994,0.012874391105819338,-0.3102966841186736
2024-09-20 00:00:00+00:00,83.74329376220703,4531400,ALB,앨버말(리튬),Lithium,stock,-0.03694162575616755,0.0443200089460517,-0.016125328289845253,-0.005231136650473811,1.0770041710592655
2024-09-23 00:00:00+00:00,86.35205841064453,2005300,ALB,앨버말(리튬),Lithium,stock,0.031151923112138435,0.04386781911746539,-0.007162724324718872,-0.015272565099438196,0.28036010726599403
2024-09-24 00:00:00+00:00,88.05553436279297,3650500,ALB,앨버말(리튬),Lithium,stock,0.019727103018756242,0.04387682560069224,0.007125155137962524,0.02176597007441372,0.8957727461570419
2024-09-25 00:00:00+00:00,84.27867126464844,2170500,ALB,앨버말(리튬),Lithium,stock,-0.0428918309959222,0.045011299702099196,-0.00011540708059998295,-0.022499137895410026,-0.32184590389302004
2024-09-26 00:00:00+00:00,92.64035034179688,4339600,ALB,앨버말(리튬),Lithium,stock,0.09921465243432026,0.050080684122411456,0.0653756400230543,0.08644929072211038,1.1961538461538463
2024-09-27 00:00:00+00:00,93.49696350097656,2592800,ALB,앨버말(리튬),Lithium,stock,0.009246652846402359,0.04936913564291495,0.11647105458337381,0.052826940913400566,-0.42781480337202626
2024-09-30 00:00:00+00:00,92.19257354736328,1743200,ALB,앨버말(리튬),Lithium,stock,-0.013951147767485073,0.049343229401267945,0.06763608470042914,0.05424281200164671,-0.13070363536627938
2024-10-01 00:00:00+00:00,91.81294250488281,1269900,ALB,앨버말(리튬),Lithium,stock,-0.004117805023475474,0.04644173438435696,0.04267089137871949,0.12641010626388582,-0.6521298452266813
2024-10-02 00:00:00+00:00,91.569580078125,1271200,ALB,앨버말(리튬),Lithium,stock,-0.0026506331255516935,0.04649091734401605,0.08650953680299422,0.11507345635100075,-0.4143284957383091
2024-10-03 00:00:00+00:00,91.8031997680664,1785600,ALB,앨버말(리튬),Lithium,stock,0.002551280564376146,0.045900701874974324,-0.009036565283289666,0.14701646606382557,-0.5885335053922021
2024-10-04 00:00:00+00:00,99.37640380859375,4783300,ALB,앨버말(리튬),Lithium,stock,0.08249390064464479,0.04504351915214927,0.06288375672816127,0.33367135535705184,0.8448395556926875
2024-10-07 00:00:00+00:00,101.69316101074219,4527200,ALB,앨버말(리튬),Lithium,stock,0.023312950694117207,0.04506913365078625,0.10305154849048703,0.3384809484417073,1.5970628728774665
2024-10-08 00:00:00+00:00,97.59504699707031,4295000,ALB,앨버말(리튬),Lithium,stock,-0.0402988162914808,0.04671239975759588,0.06297700884469526,0.281110754578737,2.382156075281518
2024-10-09 00:00:00+00:00,99.21092224121094,3759100,ALB,앨버말(리튬),Lithium,stock,0.016556939044141572,0.036833864359842546,0.0834484788132317,0.14656825029974052,1.9571271239773442
2024-10-10 00:00:00+00:00,100.22328186035156,1840700,ALB,앨버말(리튬),Lithium,stock,0.010204114590118163,0.03663216659109355,0.09171883021025229,0.1687381465499025,0.030857974910394326
2024-10-11 00:00:00+00:00,99.30826568603516,2426000,ALB,앨버말(리튬),Lithium,stock,-0.009129776608107543,0.036672773833998855,-0.0006856569562512238,0.16674282692290454,-0.49281876528756297
2024-10-14 00:00:00+00:00,96.95259094238281,2352800,ALB,앨버말(리튬),Lithium,stock,-0.023720832575002904,0.03720272934411842,-0.04661640980811499,0.11471744892452551,-0.4802968722389115
2024-10-15 00:00:00+00:00,93.19519805908203,2645400,ALB,앨버말(리튬),Lithium,stock,-0.038754950711257785,0.03853220899592371,-0.045082707302967484,0.06590947386295642,-0.3840745052386496
2024-10-16 00:00:00+00:00,95.63848114013672,1875900,ALB,앨버말(리튬),Lithium,stock,0.026216834471511463,0.037646337739883524,-0.03600854644197904,0.13465770576697778,-0.5009709770955815
2024-10-17 00:00:00+00:00,92.15364074707031,2992300,ALB,앨버말(리튬),Lithium,stock,-0.03643763840164038,0.038371129891080415,-0.08051663209876991,0.05977841868187772,0.6256315532134513
2024-10-18 00:00:00+00:00,92.61113739013672,2082000,ALB,앨버말(리튬),Lithium,stock,0.0049644988451631455,0.03716667817083565,-0.06743777317662081,0.1058931793763731,-0.14179719703215166
2024-10-21 00:00:00+00:00,91.34568786621094,2276700,ALB,앨버말(리튬),Lithium,stock,-0.013664118156706206,0.036900450216634254,-0.057831389771769603,0.057828725191695574,-0.03234444066643993
2024-10-22 00:00:00+00:00,93.89605712890625,2363600,ALB,앨버말(리튬),Lithium,stock,0.027919974355337995,0.037135460483853064,0.007520334571099907,0.06632771930098169,-0.10652453315188626
